Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,mean_work_hours
39,0.0,2,2,3,4,2,1,2497,0.0,2,2,2.0,26100,7.0,0,12,8,0,9.0,2,4,2,2,3,3.0,3.0,3.0,6.90899380066762
46,0.0,0,1,9,2,1,1,2498,1.0,2,4,2.0,57310,8.0,0,17,8,0,6.0,2,2,2,3,3,2.0,2.0,3.0,6.691906090190609
40,0.0,2,1,2,2,3,1,2499,1.0,1,5,1.0,25390,4.0,0,12,8,1,7.0,3,4,0,3,3,3.0,1.0,2.0,6.555122819100092
42,0.0,2,1,7,4,4,1,2500,0.0,2,2,1.0,57140,5.0,0,11,8,0,10.0,2,0,0,3,3,2.0,1.0,2.0,6.6004096638655465
35,0.0,0,2,10,1,1,1,2501,0.0,2,5,0.0,43230,2.0,0,18,8,3,15.0,3,7,1,3,3,2.0,4.0,3.0,6.7027823502514865
38,0.0,0,2,6,4,2,1,2502,1.0,3,7,0.0,73360,5.0,0,11,8,0,13.0,3,11,3,3,3,1.0,2.0,3.0,7.757895439107229
34,1.0,1,1,2,1,1,1,2503,1.0,1,4,1.0,134990,4.0,0,23,8,2,11.0,2,7,0,4,4,4.0,1.0,2.0,7.888297258297259
37,1.0,2,1,24,3,1,1,2504,1.0,1,2,2.0,137580,1.0,0,11,8,1,10.0,5,10,0,3,3,4.0,1.0,1.0,6.19627662037037
39,0.0,1,1,2,1,3,1,2505,1.0,2,0,0.0,51550,2.0,0,18,8,1,7.0,3,2,2,2,3,3.0,4.0,3.0,6.196037758537758
43,0.0,0,0,8,5,3,1,2506,0.0,3,7,2.0,22580,4.0,0,18,8,0,7.0,2,3,1,3,3,1.0,3.0,2.0,7.399991582491582
41,0.0,2,1,3,3,1,1,2507,1.0,3,6,2.0,35970,3.0,0,13,8,1,11.0,2,3,1,1,3,2.0,2.0,1.0,7.812406189083821
30,0.0,2,2,26,3,2,1,2509,0.0,2,3,2.0,44200,9.0,0,11,8,0,9.0,3,7,0,3,3,1.0,3.0,3.0,7.114706790123457
26,1.0,2,0,2,1,5,1,2510,0.0,3,7,1.0,65780,0.0,0,15,8,2,6.0,3,5,1,2,3,4.0,2.0,3.0,8.71812324929972
46,1.0,2,1,10,3,3,1,2511,1.0,1,7,1.0,44220,4.0,0,11,8,1,13.0,2,9,3,3,3,4.0,2.0,4.0,8.02510047281324
40,0.0,2,2,27,2,3,1,2512,0.0,3,7,0.0,102740,4.0,0,18,8,0,12.0,3,5,0,3,3,3.0,4.0,3.0,6.611040528233151
34,0.0,2,1,2,3,1,1,2513,1.0,2,2,1.0,53430,1.0,0,14,8,0,10.0,5,10,4,2,3,2.0,3.0,3.0,7.37671412037037
35,0.0,2,1,8,1,5,1,2515,0.0,3,4,1.0,53460,0.0,0,14,8,0,6.0,3,5,0,2,3,2.0,3.0,4.0,7.410872849837286
40,0.0,2,1,1,4,1,1,2517,1.0,2,3,0.0,199430,2.0,0,13,8,1,15.0,3,7,7,3,3,2.0,1.0,3.0,7.2270917145593865
54,0.0,2,2,27,4,3,1,2518,1.0,1,6,1.0,31310,4.0,0,14,8,0,14.0,3,7,1,2,3,4.0,4.0,2.0,7.074631268436579
31,0.0,1,2,8,4,4,1,2519,0.0,3,4,1.0,25520,2.0,0,18,8,0,9.0,2,3,2,3,3,1.0,1.0,3.0,7.494165453663269
28,0.0,2,2,1,2,1,1,2520,1.0,3,3,1.0,44770,1.0,0,15,8,0,3.0,6,3,1,3,3,3.0,1.0,3.0,7.611939871970735
38,0.0,2,1,19,3,3,1,2521,0.0,2,4,1.0,64740,2.0,0,13,8,2,20.0,3,4,0,1,3,2.0,4.0,2.0,9.500636716963879
26,0.0,2,2,8,3,2,1,2522,0.0,1,0,2.0,30330,1.0,0,12,8,0,5.0,2,5,1,2,3,3.0,4.0,3.0,6.115757149554619
58,0.0,1,1,10,4,5,1,2523,0.0,1,8,1.0,29360,2.0,0,13,8,1,23.0,3,2,2,3,3,1.0,3.0,3.0,9.615240362811791
18,0.0,0,1,2,3,1,1,2524,1.0,3,8,2.0,186060,1.0,0,24,8,2,0.0,4,0,0,3,4,2.0,3.0,1.0,7.631033478893741
31,1.0,2,1,2,3,1,1,2525,1.0,3,2,1.0,21680,0.0,0,14,8,1,2.0,2,1,0,3,3,4.0,1.0,3.0,6.141918767507002
29,1.0,2,1,8,2,3,1,2526,1.0,1,3,0.0,28530,4.0,0,14,8,1,4.0,5,2,2,2,3,1.0,1.0,3.0,8.672918925022584
45,0.0,0,2,1,4,5,1,2527,1.0,1,6,1.0,170480,4.0,0,15,8,0,10.0,3,8,5,2,3,3.0,3.0,4.0,7.199625122910522
36,0.0,2,2,2,3,5,1,2528,0.0,5,2,1.0,22900,4.0,0,11,8,0,15.0,5,1,0,3,3,4.0,2.0,3.0,10.682005532503458
43,0.0,1,2,8,3,3,1,2529,1.0,1,5,1.0,36000,1.0,0,23,8,0,7.0,2,7,7,3,4,1.0,4.0,3.0,7.031896433470506
27,0.0,1,2,8,4,1,1,2530,1.0,5,6,2.0,21070,0.0,0,13,8,0,6.0,2,5,0,3,3,4.0,4.0,2.0,10.221362811791384
29,0.0,1,1,6,2,3,1,2531,1.0,1,1,1.0,41150,1.0,0,11,8,0,11.0,1,11,3,3,3,4.0,4.0,4.0,7.6926303155006845
32,0.0,1,2,9,4,1,1,2532,1.0,4,7,2.0,43270,8.0,0,13,8,0,4.0,4,0,0,3,3,4.0,4.0,4.0,7.596130519165453
42,0.0,0,1,11,3,3,1,2533,1.0,1,3,1.0,178560,3.0,0,18,8,0,10.0,2,6,3,3,3,3.0,3.0,2.0,6.496671315667131
47,0.0,2,2,2,2,1,1,2534,0.0,5,3,2.0,31960,4.0,0,14,8,1,7.0,3,2,2,2,3,2.0,3.0,3.0,6.1155828584995255
46,0.0,2,0,1,3,1,1,2535,0.0,1,2,0.0,190810,3.0,0,21,8,0,12.0,2,9,4,3,4,4.0,4.0,2.0,7.192263244256916
28,0.0,0,1,7,3,1,1,2536,1.0,1,7,0.0,89660,1.0,0,16,8,1,3.0,3,3,2,2,3,3.0,4.0,3.0,7.716707027540361
29,0.0,2,1,16,3,3,1,2537,0.0,1,4,0.0,22100,8.0,0,11,8,1,11.0,4,7,1,3,3,4.0,3.0,3.0,8.041272583559168
42,0.0,2,2,2,4,3,1,2538,0.0,2,5,2.0,45390,4.0,0,17,8,1,8.0,5,0,0,3,3,4.0,3.0,3.0,6.596468764902242
32,1.0,2,1,1,1,3,1,2539,1.0,2,2,2.0,27410,7.0,0,11,8,0,7.0,3,2,2,3,3,3.0,2.0,2.0,10.426699954086317
46,0.0,2,1,23,1,1,1,2540,1.0,2,2,0.0,34910,2.0,0,14,8,0,25.0,0,19,2,3,3,1.0,1.0,3.0,7.880292397660818
27,0.0,2,2,2,3,1,1,2541,0.0,5,6,1.0,45410,1.0,0,14,8,2,9.0,4,9,5,4,3,2.0,3.0,3.0,7.124595624385447
29,0.0,2,1,1,2,3,1,2542,1.0,3,7,1.0,26780,1.0,0,25,8,1,1.0,3,1,0,3,4,4.0,2.0,3.0,7.963377871542429
43,0.0,2,1,1,3,1,1,2543,1.0,1,4,1.0,73790,7.0,0,13,8,2,21.0,3,16,6,2,3,1.0,3.0,3.0,6.286693587860989
29,1.0,1,1,13,2,1,1,2545,0.0,1,2,2.0,52200,1.0,0,17,8,0,1.0,3,1,1,2,3,4.0,4.0,2.0,8.599234594856865
46,1.0,2,1,4,4,3,1,2546,0.0,2,8,1.0,27430,5.0,0,25,8,1,14.0,1,8,0,4,4,3.0,2.0,3.0,7.8881041666666665
27,0.0,1,1,16,4,3,1,2547,1.0,3,0,1.0,49980,0.0,0,20,8,2,8.0,3,7,7,3,4,4.0,1.0,2.0,7.678046139359699
39,0.0,2,1,2,3,5,1,2548,1.0,3,0,0.0,102520,8.0,0,13,8,1,7.0,3,2,2,3,3,4.0,4.0,3.0,6.535387205387205
55,0.0,2,1,2,3,1,1,2549,0.0,1,1,1.0,27810,8.0,0,13,8,1,19.0,2,5,0,3,3,2.0,4.0,4.0,6.190505162241888
28,0.0,2,1,29,2,1,1,2550,1.0,2,2,1.0,68520,1.0,0,18,8,1,1.0,2,1,0,4,3,2.0,2.0,3.0,6.993290686952513
30,1.0,2,2,12,4,1,1,2551,0.0,2,7,2.0,49500,1.0,0,12,8,2,1.0,3,1,0,3,3,2.0,4.0,2.0,7.683623685413808
22,1.0,2,1,16,2,1,1,2552,0.0,2,2,2.0,35790,1.0,0,19,8,3,1.0,3,1,0,3,3,4.0,2.0,3.0,10.50865587695133
36,0.0,2,1,11,3,1,1,2553,1.0,1,7,1.0,131910,1.0,0,14,8,1,10.0,2,10,1,2,3,2.0,3.0,3.0,9.496987922705312
31,0.0,2,1,2,4,1,1,2554,0.0,5,3,0.0,103770,1.0,0,14,8,0,10.0,2,10,0,3,3,2.0,3.0,3.0,7.516973022405122
34,0.0,2,2,14,2,5,1,2555,0.0,1,7,1.0,22350,2.0,0,14,8,1,9.0,2,5,1,3,3,3.0,4.0,3.0,8.095313852813852
29,0.0,2,1,5,5,1,1,2556,0.0,1,7,2.0,105020,3.0,0,12,8,0,11.0,4,3,1,2,3,4.0,1.0,3.0,7.075585399449035
37,0.0,2,1,7,2,3,1,2557,1.0,1,4,1.0,20110,5.0,0,13,8,0,16.0,4,5,0,4,3,4.0,1.0,3.0,8.70323188405797
35,0.0,2,2,2,1,5,1,2558,1.0,2,2,1.0,18590,0.0,0,25,8,1,4.0,2,3,0,2,4,4.0,2.0,3.0,10.515715105601469
45,0.0,2,1,3,3,3,1,2559,0.0,2,7,1.0,37600,0.0,0,14,8,1,10.0,2,9,3,2,3,2.0,4.0,2.0,7.114031279178338
36,0.0,1,1,5,3,3,1,2560,0.0,4,4,2.0,177790,1.0,0,17,8,1,10.0,5,10,0,1,3,2.0,4.0,2.0,6.537147667147667
40,0.0,2,1,3,3,4,1,2561,1.0,1,7,0.0,68330,2.0,0,13,8,0,22.0,3,19,11,3,3,1.0,1.0,3.0,6.808731725146199
26,0.0,2,1,26,2,1,1,2562,1.0,2,1,1.0,68120,1.0,0,13,8,0,1.0,2,1,1,2,3,2.0,3.0,2.0,9.306218303365606
27,0.0,2,1,4,3,5,1,2563,1.0,2,4,2.0,51710,0.0,0,20,8,1,9.0,1,8,0,2,4,1.0,3.0,2.0,7.593683261183261
48,0.0,1,1,2,3,1,1,2564,1.0,2,5,0.0,197400,3.0,0,14,8,0,24.0,2,22,4,4,3,4.0,4.0,3.0,7.185576131687243
44,0.0,2,2,1,2,3,1,2565,1.0,4,3,1.0,187110,2.0,0,12,8,1,10.0,0,2,2,3,3,2.0,1.0,3.0,7.078182471264368
34,1.0,0,1,27,2,1,1,2566,0.0,1,8,1.0,36920,1.0,0,12,8,1,5.0,5,5,3,3,3,4.0,1.0,3.0,10.214114959114958
56,1.0,2,0,1,2,3,1,2567,0.0,5,7,2.0,25590,1.0,0,21,8,0,5.0,3,4,1,3,4,1.0,4.0,3.0,6.895618055555556
36,0.0,2,1,13,3,5,1,2568,0.0,3,0,1.0,25170,2.0,0,14,8,0,12.0,3,4,1,3,3,3.0,2.0,1.0,7.319204331450094
41,0.0,2,1,5,3,1,1,2569,0.0,1,7,1.0,66230,5.0,0,18,8,0,14.0,3,5,1,3,3,3.0,2.0,3.0,6.396317358130663
42,0.0,2,1,7,3,5,1,2570,0.0,2,7,1.0,182650,9.0,0,12,8,1,18.0,4,13,5,3,3,3.0,1.0,4.0,7.415789855072464
31,0.0,2,2,9,4,1,1,2571,0.0,1,7,0.0,161240,2.0,0,23,8,1,8.0,2,5,1,2,4,3.0,4.0,3.0,8.317417480241748
34,0.0,2,1,8,1,1,1,2572,0.0,3,2,1.0,25850,3.0,0,12,8,0,9.0,5,4,0,3,3,4.0,4.0,2.0,9.213606557377048
31,0.0,2,2,25,2,1,1,2573,0.0,3,4,0.0,182130,8.0,0,21,8,2,4.0,3,2,2,4,4,1.0,3.0,2.0,6.783251705653022
26,0.0,1,2,16,2,1,1,2574,1.0,2,0,1.0,83800,0.0,0,14,8,0,8.0,3,7,7,4,3,3.0,4.0,3.0,6.094803383630544
45,0.0,1,1,8,4,1,1,2575,0.0,2,3,2.0,29940,4.0,0,18,8,1,12.0,2,4,0,3,3,2.0,3.0,3.0,7.788163008687699
33,0.0,2,2,1,3,1,1,2576,0.0,5,7,2.0,12230,1.0,0,13,8,1,10.0,3,10,0,3,3,2.0,3.0,2.0,6.3669327731092435
28,0.0,1,2,8,3,1,1,2577,1.0,4,6,1.0,11180,1.0,0,11,8,0,7.0,3,7,0,3,3,3.0,4.0,3.0,10.595948195030472
29,1.0,1,0,2,4,0,1,2578,1.0,2,7,2.0,28750,1.0,0,11,8,0,1.0,3,1,0,3,3,3.0,1.0,3.0,6.790143442622951
39,0.0,0,1,8,5,3,1,2579,0.0,2,8,1.0,188240,6.0,0,19,8,1,10.0,4,3,1,3,3,1.0,3.0,3.0,6.2782693236714975
27,0.0,2,2,3,2,5,1,2580,1.0,2,0,1.0,135770,1.0,0,12,8,1,6.0,2,5,1,3,3,2.0,2.0,2.0,7.282654195011338
34,0.0,1,1,9,4,1,1,2581,0.0,2,4,1.0,26250,1.0,0,12,8,3,16.0,4,15,6,3,3,3.0,4.0,3.0,8.898696493624774
28,1.0,2,1,25,3,5,1,2582,1.0,1,5,2.0,187890,3.0,0,16,8,1,6.0,4,2,2,3,3,4.0,3.0,3.0,9.392832403533241
47,0.0,0,1,1,4,3,1,2583,1.0,1,6,1.0,45380,8.0,0,11,8,0,16.0,3,8,1,3,3,3.0,2.0,4.0,5.995739568682606
56,0.0,2,1,4,3,5,1,2584,0.0,2,7,1.0,198470,4.0,0,14,8,0,6.0,6,0,0,3,3,4.0,1.0,3.0,7.906703783524904
39,0.0,2,1,1,3,4,1,2585,0.0,1,2,1.0,105120,1.0,0,12,8,1,10.0,2,10,7,3,3,1.0,1.0,3.0,7.018032693187013
38,0.0,1,1,4,2,3,1,2586,0.0,1,3,0.0,44440,1.0,0,13,8,0,20.0,2,20,0,3,3,4.0,2.0,3.0,10.800123716153127
58,0.0,2,2,5,3,2,1,2587,1.0,5,8,1.0,21540,4.0,0,21,8,1,29.0,3,1,0,3,4,4.0,4.0,2.0,9.88089598108747
32,1.0,1,1,9,3,1,1,2588,1.0,2,2,2.0,191900,3.0,0,17,8,1,8.0,2,4,0,3,3,1.0,3.0,3.0,10.220263593380615
38,0.0,2,1,3,4,1,1,2589,0.0,1,8,0.0,44900,2.0,0,21,8,1,10.0,1,5,0,3,4,2.0,4.0,4.0,7.61587962962963
49,0.0,1,2,11,4,1,1,2590,1.0,2,6,1.0,35060,3.0,0,11,8,1,28.0,4,5,4,2,3,2.0,4.0,3.0,6.336143790849674
42,0.0,2,2,1,3,1,1,2591,0.0,1,7,0.0,23720,3.0,0,12,8,1,14.0,3,0,0,3,3,2.0,4.0,3.0,8.703656028368794
27,1.0,1,2,8,1,1,1,2592,1.0,4,2,1.0,102310,1.0,0,13,8,1,1.0,2,1,0,3,3,1.0,2.0,3.0,6.4536290708812265
35,0.0,2,1,25,1,3,1,2593,1.0,1,7,1.0,54100,0.0,0,18,8,0,6.0,4,5,0,3,3,2.0,1.0,1.0,6.594681026365349
28,0.0,0,1,21,1,3,1,2594,1.0,3,6,2.0,79780,1.0,0,16,8,2,5.0,2,5,1,3,3,3.0,3.0,2.0,6.666081999029597
31,0.0,0,2,23,1,3,1,2595,1.0,1,7,0.0,38670,1.0,0,11,8,1,4.0,4,4,2,4,3,3.0,1.0,4.0,9.78247256515775
36,0.0,0,1,1,3,1,1,2596,1.0,2,6,1.0,28380,1.0,0,19,8,2,5.0,5,5,0,1,3,1.0,2.0,3.0,7.088763888888889
34,0.0,2,2,2,3,2,1,2597,1.0,4,0,2.0,46950,1.0,0,16,8,1,14.0,2,14,2,3,3,1.0,4.0,2.0,5.997830459770115
34,0.0,2,1,19,3,5,1,2598,0.0,1,5,0.0,33390,1.0,0,16,8,0,9.0,2,8,1,2,3,4.0,3.0,2.0,6.761289351851852
26,0.0,2,1,2,2,1,1,2599,1.0,2,6,2.0,20800,0.0,0,13,8,0,8.0,6,7,7,4,3,3.0,1.0,2.0,6.794783406754773
29,0.0,2,1,2,4,4,1,2600,1.0,2,2,1.0,20960,0.0,0,22,8,0,6.0,2,5,0,4,4,1.0,1.0,2.0,7.750866858237549
32,0.0,0,1,3,1,1,1,2601,1.0,3,3,0.0,62090,5.0,0,17,8,1,9.0,5,5,1,4,3,3.0,4.0,3.0,6.60344301382928
31,0.0,1,1,25,5,5,1,2602,0.0,2,1,1.0,180610,1.0,0,14,8,1,10.0,2,10,8,3,3,4.0,1.0,3.0,6.878268247326825
28,1.0,2,2,7,5,1,1,2603,0.0,2,8,0.0,171230,5.0,0,15,8,1,6.0,2,4,0,2,3,3.0,4.0,2.0,6.291164759179781
38,0.0,2,1,9,2,5,1,2604,1.0,3,8,2.0,23720,4.0,0,12,8,0,20.0,3,1,0,2,3,1.0,1.0,2.0,7.1801578822412155
35,0.0,2,1,5,3,1,1,2605,1.0,2,8,1.0,48830,1.0,0,18,8,1,10.0,1,10,0,1,3,3.0,4.0,3.0,8.805177083333335
27,0.0,2,2,2,3,1,1,2606,0.0,1,3,2.0,39040,1.0,0,15,8,0,7.0,2,7,0,3,3,4.0,4.0,3.0,7.9143746993747
32,0.0,2,1,8,1,3,1,2607,0.0,2,6,2.0,46270,8.0,0,17,8,1,8.0,2,1,0,2,3,4.0,4.0,3.0,7.296955828779599
31,1.0,1,1,2,1,4,1,2608,1.0,3,7,1.0,70940,1.0,0,14,8,1,10.0,2,10,0,3,3,1.0,4.0,3.0,10.304995291902072
53,1.0,2,1,18,3,3,1,2609,1.0,1,6,2.0,34230,6.0,0,15,8,1,15.0,4,2,2,3,3,1.0,1.0,2.0,10.803005910165485
54,0.0,2,1,14,3,4,1,2610,1.0,3,6,1.0,66740,3.0,0,17,8,1,9.0,2,4,2,3,3,1.0,3.0,2.0,7.9112869966035895
33,0.0,1,1,2,4,3,1,2611,0.0,4,7,0.0,168800,1.0,0,14,8,3,9.0,2,9,2,3,3,4.0,3.0,3.0,7.88844228927203
43,0.0,2,1,3,3,3,1,2612,1.0,1,6,1.0,90940,1.0,0,12,8,1,10.0,0,10,0,3,3,1.0,3.0,3.0,7.4919927536231885
38,0.0,1,1,2,5,3,1,2613,0.0,4,7,1.0,84460,0.0,0,14,8,0,7.0,3,6,1,2,3,4.0,2.0,3.0,8.016118084611808
31,0.0,2,2,6,3,4,1,2615,1.0,1,4,0.0,45340,1.0,0,13,8,0,1.0,2,1,0,3,3,4.0,4.0,3.0,10.800426997245179
39,0.0,2,1,4,3,1,1,2616,1.0,2,7,2.0,98520,0.0,0,12,8,1,21.0,5,20,11,2,3,2.0,1.0,3.0,6.100789894833105
42,0.0,0,1,10,4,1,1,2617,0.0,2,6,2.0,61510,1.0,0,13,8,1,20.0,3,20,3,3,3,4.0,3.0,3.0,6.5954124940391035
31,0.0,0,1,14,2,1,1,2618,1.0,2,0,1.0,23020,4.0,0,14,8,0,13.0,3,11,4,3,3,3.0,3.0,4.0,6.112748665696263
54,0.0,2,1,1,3,3,1,2619,0.0,2,1,2.0,23620,6.0,0,13,8,1,9.0,2,5,1,4,3,3.0,1.0,3.0,10.46367270531401
24,0.0,2,1,5,4,4,1,2620,1.0,1,4,2.0,178610,1.0,0,11,8,2,4.0,5,4,1,1,3,2.0,3.0,2.0,6.87842056932966
23,0.0,2,1,7,3,1,1,2621,1.0,2,6,2.0,191870,1.0,0,11,8,1,5.0,2,5,1,3,3,4.0,4.0,4.0,6.989227053140097
40,0.0,1,1,21,3,3,1,2622,0.0,3,6,1.0,197170,1.0,0,21,8,0,10.0,1,10,9,2,4,4.0,3.0,4.0,7.810896135265701
40,0.0,2,1,8,1,3,1,2623,0.0,5,6,1.0,35440,3.0,0,18,8,3,15.0,3,11,5,2,3,2.0,2.0,3.0,6.2057952973720605
25,0.0,2,2,20,5,3,1,2624,0.0,2,2,1.0,85000,4.0,0,12,8,0,6.0,2,2,1,3,3,3.0,2.0,3.0,6.186274717514125
30,0.0,2,0,20,4,1,1,2625,1.0,2,6,1.0,46610,1.0,0,11,8,0,12.0,3,12,1,2,3,4.0,2.0,2.0,6.082886122637159
25,0.0,2,1,7,2,3,1,2626,1.0,5,7,0.0,41030,6.0,0,15,8,1,7.0,2,2,0,3,3,4.0,3.0,2.0,10.186044685990339
33,0.0,0,1,1,3,1,1,2628,1.0,2,6,0.0,140260,1.0,0,12,8,0,1.0,4,1,0,3,3,2.0,3.0,2.0,6.2055153664302605
38,0.0,2,1,19,3,1,1,2629,0.0,2,7,1.0,68930,0.0,0,17,8,0,16.0,3,15,5,3,3,4.0,2.0,3.0,7.887488473951129
31,0.0,2,1,10,4,3,1,2630,0.0,3,7,1.0,61250,0.0,0,13,8,1,3.0,3,2,1,3,3,1.0,3.0,3.0,7.20173928077455
38,0.0,1,1,1,4,4,1,2631,1.0,2,6,1.0,36690,2.0,0,19,8,0,10.0,2,8,7,3,3,1.0,3.0,3.0,6.505002286236854
42,0.0,2,1,6,3,3,1,2632,1.0,2,2,0.0,100080,6.0,0,19,8,1,9.0,3,4,1,1,3,4.0,1.0,2.0,9.820030473511489
41,0.0,2,2,2,2,3,1,2633,1.0,1,0,1.0,23870,3.0,0,17,8,1,12.0,1,5,1,1,3,4.0,4.0,3.0,7.692067510548523
47,0.0,0,1,21,2,3,1,2634,1.0,1,7,1.0,46390,0.0,0,11,8,1,14.0,2,13,5,2,3,3.0,2.0,1.0,7.175159752026706
35,0.0,2,1,4,3,1,1,2635,1.0,2,0,1.0,78980,7.0,0,15,8,0,5.0,2,2,2,2,3,4.0,3.0,3.0,10.434484618916436
22,0.0,2,0,12,1,0,1,2636,1.0,2,7,2.0,25340,0.0,0,11,8,0,4.0,1,3,1,3,3,4.0,3.0,4.0,6.435723593964334
35,0.0,2,1,9,3,3,1,2637,0.0,2,7,2.0,131420,1.0,0,25,8,2,10.0,4,10,0,3,4,2.0,3.0,3.0,8.021547281323878
33,0.0,2,2,3,4,3,1,2638,1.0,3,0,1.0,16110,0.0,0,14,8,0,10.0,2,9,8,2,3,2.0,4.0,3.0,9.09485935302391
32,0.0,2,1,3,2,5,1,2639,1.0,3,4,2.0,53630,1.0,0,13,8,0,6.0,4,6,4,3,3,3.0,2.0,3.0,7.001826878745966
40,0.0,2,1,1,4,3,1,2640,1.0,2,5,1.0,50710,8.0,0,17,8,1,8.0,3,1,0,2,3,1.0,4.0,2.0,6.184851394604481
32,0.0,2,1,1,2,3,1,2641,1.0,3,7,1.0,136950,0.0,0,13,8,0,3.0,3,2,2,3,3,2.0,2.0,3.0,6.001692028985507
39,0.0,2,1,4,4,1,1,2642,1.0,1,7,2.0,134020,7.0,0,14,8,1,18.0,1,7,1,3,3,1.0,4.0,3.0,8.016600694444444
38,0.0,2,2,20,4,3,1,2643,0.0,2,5,1.0,20290,3.0,0,11,8,1,20.0,3,18,1,2,3,2.0,3.0,3.0,8.024595410628018
32,0.0,2,1,18,3,1,1,2644,1.0,2,3,1.0,63770,1.0,0,12,8,2,14.0,3,14,5,3,3,3.0,4.0,3.0,7.8913028007346195
37,0.0,2,1,1,3,1,1,2645,0.0,4,7,1.0,54290,1.0,0,17,8,1,16.0,3,16,6,3,3,3.0,4.0,3.0,9.417802185030219
25,0.0,2,1,2,4,3,1,2646,0.0,2,4,0.0,27850,0.0,0,21,8,0,6.0,2,5,0,3,4,1.0,3.0,2.0,8.030438218390804
52,0.0,0,1,2,4,4,1,2647,1.0,1,3,0.0,46140,2.0,0,16,8,1,16.0,3,9,0,3,3,1.0,4.0,2.0,6.812064471879286
44,0.0,2,1,8,1,1,1,2648,0.0,1,8,2.0,26100,6.0,0,15,8,0,6.0,2,4,1,3,3,2.0,4.0,3.0,10.769022131887988
21,0.0,2,2,10,5,3,1,2649,1.0,3,6,2.0,66870,1.0,0,19,8,3,2.0,0,2,1,3,3,3.0,1.0,3.0,8.209698275862069
39,0.0,0,1,3,4,1,1,2650,0.0,2,5,2.0,47240,2.0,0,12,8,1,21.0,4,6,1,4,3,4.0,4.0,2.0,6.314996312684365
23,1.0,1,1,2,4,1,1,2651,0.0,2,4,1.0,61790,1.0,0,11,8,0,1.0,3,1,1,3,3,4.0,1.0,2.0,7.957643061516452
36,0.0,2,1,24,3,1,1,2652,0.0,2,2,1.0,61200,0.0,0,19,8,0,10.0,2,9,3,3,3,1.0,4.0,3.0,7.830423338185347
36,0.0,1,1,16,1,3,1,2653,1.0,2,7,0.0,105960,7.0,0,15,8,0,18.0,3,4,0,2,3,4.0,2.0,3.0,7.825021008403361
56,0.0,0,1,8,1,1,1,2654,1.0,1,7,0.0,54670,1.0,0,20,8,0,13.0,6,13,1,2,4,3.0,3.0,2.0,6.62011158594492
29,1.0,2,1,9,4,3,1,2655,1.0,2,8,1.0,29960,9.0,0,25,8,0,4.0,4,2,2,3,4,1.0,4.0,4.0,10.876961134954696
42,0.0,2,1,17,1,1,1,2656,1.0,3,6,1.0,99980,5.0,0,24,8,2,24.0,3,22,4,2,4,1.0,3.0,2.0,7.37828154425612
56,1.0,2,2,10,4,4,1,2657,1.0,2,7,1.0,40780,8.0,0,24,8,1,14.0,3,10,9,3,4,4.0,3.0,1.0,6.812821327683616
41,0.0,2,1,13,4,1,1,2658,0.0,1,0,1.0,109200,0.0,0,15,8,1,21.0,3,20,0,4,3,1.0,2.0,3.0,7.812496468926554
34,0.0,2,2,1,3,3,1,2659,0.0,1,2,1.0,62320,1.0,0,13,8,1,8.0,3,8,1,3,3,4.0,3.0,3.0,7.357590187590188
36,0.0,0,2,1,1,3,1,2660,0.0,1,1,0.0,132470,1.0,0,14,8,0,15.0,3,15,11,3,3,4.0,4.0,2.0,7.693746556473829
41,0.0,2,1,1,5,3,1,2661,1.0,1,0,0.0,40810,2.0,0,13,8,0,14.0,3,5,0,3,3,3.0,2.0,3.0,7.083069561157797
32,0.0,2,2,9,4,1,1,2662,0.0,2,6,2.0,57690,1.0,0,11,8,0,4.0,3,4,1,3,3,4.0,1.0,3.0,6.697839896858884
35,0.0,2,1,16,3,3,1,2663,0.0,2,0,2.0,23940,1.0,0,16,8,1,9.0,3,9,1,3,3,3.0,4.0,3.0,10.486130705394192
38,0.0,2,1,23,3,3,1,2664,1.0,3,8,1.0,39040,1.0,0,22,8,0,10.0,3,10,1,2,4,1.0,4.0,3.0,6.9139811020036435
50,1.0,1,2,4,2,1,1,2665,0.0,2,2,0.0,167990,7.0,0,14,8,1,12.0,2,6,0,2,3,2.0,3.0,3.0,7.196671394799055
36,0.0,2,1,22,4,1,1,2666,1.0,1,0,1.0,29500,4.0,0,14,8,0,8.0,1,6,0,2,3,2.0,4.0,2.0,6.297541666666666
45,0.0,2,2,24,3,1,1,2667,1.0,1,2,2.0,36290,8.0,0,16,8,1,8.0,2,5,0,4,3,4.0,3.0,3.0,6.082725321888413
40,0.0,2,2,10,4,1,1,2668,1.0,1,6,2.0,93620,2.0,0,11,8,1,8.0,6,2,2,3,3,3.0,3.0,3.0,6.216711969480211
35,0.0,1,2,7,2,1,1,2669,1.0,2,4,1.0,32290,1.0,0,25,8,0,10.0,2,10,0,2,4,3.0,3.0,4.0,8.381166666666669
